Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
2,Self_Employed,537783,22,no,normal,2,,,,2,3,condominium,11,Johor,1,12168,923912,,Accept,8
2,Self_Employed,490269,22,yes,normal,2,7,6,,,2,condominium,,Johor,,11964,,,Accept,7
2,Self_Employed,,18,no,gold,2,7,,,,1,condominium,11,Johor,3,,968598,14274,Accept,7
2,Self_Employed,628966,11,yes,gold,2,7,,2,2,3,condominium,11,Johor,1,11467,445901,7716,Reject,8
2,Self_Employed,,18,no,normal,2,7,,,2,1,condominium,11,Johor,,10705,,13145,Accept,6
2,Self_Employed,,19,yes,,2,7,6,2,,3,condominium,11,Johor,3,6722,,8474,Accept,6
2,Self_Employed,464105,17,no,platinum,2,,6,,2,2,condominium,11,Johor,2,,912804,,Accept,6
2,Self_Employed,,,yes,platinum,2,7,6,2,,3,condominium,,Johor,2,9229,919537,17663,Reject,7
2,Self_Employed,366443,14,no,gold,2,7,6,2,2,3,condominium,11,Johor,,6925,1373195,,Accept,8
2,Self_Employed,,,yes,normal,2,7,6,,2,1,condominium,,Johor,,4371,,15636,Reject,9
2,Self_Employed,184829,11,no,normal,2,,,2,2,2,,11,Johor,2,6213,,19561,Reject,6
2,Self_Employed,,10,yes,gold,2,7,6,2,,1,condominium,,Johor,,10912,747194,8700,Accept,8
2,Self_Employed,232174,,no,platinum,2,,6,2,,2,condominium,11,Johor,3,8704,1424210,16733,Accept,8
2,Self_Employed,392675,,yes,gold,2,,6,2,,1,condominium,11,Johor,3,6508,725973,18212,Accept,7
2,Self_Employed,785190,,no,platinum,2,7,6,2,,1,condominium,11,Johor,2,7920,787762,8253,Accept,6
2,Self_Employed,389037,17,yes,normal,2,7,6,2,2,3,condominium,11,Johor,2,,856852,13678,Accept,7
2,Self_Employed,344937,10,no,normal,2,,6,,2,3,condominium,11,Johor,3,,1111958,7952,Accept,9
2,Self_Employed,371414,11,yes,normal,2,7,6,2,2,2,condominium,11,Johor,3,10149,861331,10098,Accept,7
2,Self_Employed,350357,11,no,gold,2,7,,2,2,2,condominium,,Johor,3,,666978,,Accept,6
2,Self_Employed,644275,13,yes,normal,2,,6,,,1,condominium,11,Johor,3,10890,560709,16722,Accept,6
2,Self_Employed,540458,,no,platinum,2,7,6,2,2,2,condominium,11,Johor,,8772,511113,12003,Accept,9
2,Self_Employed,658560,13,yes,gold,2,7,,,,1,,11,Johor,,8170,1370182,,Reject,6
2,Self_Employed,142373,23,no,gold,2,7,,2,,3,condominium,11,Johor,3,,820970,,Accept,9
2,Self_Employed,455032,21,yes,gold,2,,,2,2,2,condominium,11,Johor,2,7746,1170480,,Reject,8
2,Self_Employed,409648,20,no,gold,2,7,6,,2,1,condominium,11,Johor,2,5234,757672,,Accept,7
2,Self_Employed,153000,11,yes,normal,2,7,6,2,2,2,condominium,11,Johor,2,8365,1385007,,Reject,7
2,Self_Employed,,11,no,gold,2,7,6,2,,2,condominium,11,Johor,,11678,923722,,Accept,9
2,Self_Employed,478791,22,yes,normal,2,,6,,,1,condominium,,Johor,,10449,947178,8195,Accept,8
2,Self_Employed,261018,,no,normal,2,7,6,2,2,1,condominium,,Johor,3,8785,,,Reject,7
2,Self_Employed,699726,17,yes,normal,2,7,6,,2,3,condominium,,Johor,1,3894,661899,,Accept,9
2,Self_Employed,747840,15,no,normal,2,7,6,2,2,3,condominium,,Johor,,7771,,9869,Accept,8
2,Self_Employed,751383,17,yes,normal,2,7,,2,2,3,condominium,11,Johor,3,,786940,14141,Accept,6
2,Self_Employed,164209,22,no,gold,2,7,6,2,2,1,condominium,11,Johor,,7147,1273290,,Reject,8
2,Self_Employed,642387,,yes,gold,2,7,,,2,1,condominium,,Johor,,8437,1401546,16575,Accept,8
2,Self_Employed,,22,no,normal,2,7,6,2,2,1,condominium,11,Johor,3,6580,,12344,Accept,6
2,Self_Employed,762218,22,yes,normal,2,7,6,2,2,3,condominium,,Johor,3,12463,1000613,19875,Accept,9
2,Self_Employed,378084,16,no,gold,2,,6,2,2,1,condominium,11,Johor,,10107,,16033,Reject,6
2,Self_Employed,179827,,yes,normal,2,7,6,,2,2,condominium,11,Johor,3,6705,1229332,12768,Reject,9
2,Self_Employed,693030,12,no,gold,2,7,6,,2,2,condominium,11,Johor,3,9472,556397,14457,Accept,6
7,government,,20,yes,,2,8,6,2,2,2,condominium,10,Johor,,9337,1014049,,Accept,7
7,government,679931,12,no,normal,2,8,6,,2,1,condominium,10,Johor,,,,14417,Accept,6
7,government,,,yes,normal,2,,6,2,2,2,condominium,,Johor,1,8564,1445590,18297,Accept,7
7,government,717899,,no,gold,2,8,,2,2,1,condominium,10,Johor,1,7875,1222921,,Accept,6
7,government,,16,yes,gold,2,8,,,2,3,condominium,10,Johor,,10218,,,Accept,8
7,government,524397,16,no,normal,2,8,6,2,2,1,,10,Johor,1,5342,1333337,12391,Reject,9
7,government,113876,22,yes,gold,2,8,6,2,,1,condominium,,Johor,1,8545,522684,,Accept,9
7,government,276333,,no,normal,2,,6,,2,3,condominium,,Johor,1,10075,821938,,Accept,6
7,government,612061,21,yes,gold,2,,6,,2,3,condominium,10,Johor,,9495,659739,,Accept,7
7,government,516413,20,no,normal,2,8,,,2,3,condominium,10,Johor,2,9767,820630,,Accept,8
7,government,411223,,yes,normal,2,8,6,2,2,3,condominium,10,Johor,2,10825,994182,9550,Accept,7
7,government,508897,,no,normal,2,8,6,2,,2,condominium,10,Johor,3,11983,837609,,Accept,8
7,government,283019,10,yes,normal,2,8,,,,3,condominium,10,Johor,2,,924968,8422,Accept,7
7,government,447255,23,no,normal,2,8,6,,2,2,condominium,10,Johor,,5088,633593,,Reject,9
7,government,771209,19,yes,normal,2,8,6,2,,3,condominium,10,Johor,1,9364,1060533,13438,Accept,6
7,government,500605,,no,,2,8,6,2,2,2,condominium,10,Johor,,4551,1181638,19641,Accept,6
7,government,,21,yes,,2,,6,,2,1,condominium,,Johor,2,12111,900554,16989,Accept,8
7,government,,16,no,normal,2,8,,,2,3,,10,Johor,3,9681,659445,12348,Reject,8
7,government,390725,21,yes,platinum,2,8,6,,2,2,condominium,10,Johor,2,,1371353,,Accept,7
7,government,122386,18,no,gold,2,,,2,2,2,condominium,10,Johor,3,10746,1158705,,Reject,6
7,government,,,yes,gold,2,8,,2,2,2,condominium,10,Johor,,5503,711347,,Reject,9
7,government,,23,no,gold,2,,,2,2,1,condominium,10,Johor,3,7863,636475,9532,Accept,9
7,government,,20,yes,normal,2,8,6,2,,1,condominium,10,Johor,1,5842,606225,9385,Accept,7
7,government,213863,11,no,,2,8,,2,,3,condominium,10,Johor,2,11616,679392,9157,Accept,7
7,government,,22,yes,normal,2,8,6,,,1,condominium,10,Johor,3,,794442,8856,Accept,8
7,government,265893,19,no,gold,2,8,,2,,1,,10,Johor,2,11362,659893,11615,Accept,6
7,government,228418,20,yes,,2,8,6,,2,1,condominium,,Johor,3,4179,1381305,,Accept,7
7,government,378733,,no,normal,2,8,6,2,2,2,condominium,10,Johor,3,7437,783806,,Accept,7
7,government,731851,11,yes,normal,2,8,6,2,2,3,condominium,10,Johor,1,10636,,,Accept,6
7,government,273997,23,no,normal,2,,6,2,,1,condominium,10,Johor,1,6155,631797,17474,Accept,8
7,government,780223,22,yes,normal,2,8,6,2,,2,condominium,10,Johor,3,9750,589463,16010,Accept,6
7,government,248764,18,no,normal,2,8,6,,2,1,condominium,,Johor,3,10863,,19352,Accept,9
7,government,589393,16,yes,normal,2,8,,2,2,2,condominium,10,Johor,1,9170,748532,12236,Accept,8
7,government,176190,24,no,normal,2,8,,2,,3,condominium,,Johor,3,6385,572903,14886,Reject,6
7,government,572185,18,yes,gold,2,,,2,2,3,condominium,10,Johor,3,,636079,,Reject,7
7,government,616156,10,no,gold,2,8,6,2,2,2,condominium,10,Johor,,,,8142,Accept,8
7,government,170617,15,yes,,2,,6,,,2,condominium,10,Johor,3,7909,1340741,9443,Reject,8
7,government,,14,no,normal,2,8,,,2,2,condominium,10,Johor,1,5934,878113,,Accept,8
7,government,592857,24,yes,platinum,2,,6,,,2,condominium,10,Johor,,8582,,9724,Accept,6
7,government,,16,no,normal,2,8,,,2,2,condominium,,Johor,1,8384,793923,19524,Accept,7
7,government,382050,10,yes,normal,2,8,6,2,,2,condominium,10,Johor,,3869,753555,18618,Accept,7
7,government,597877,18,no,normal,2,8,6,2,,2,condominium,10,Johor,,7545,1312997,,Accept,7
7,government,705743,,yes,normal,2,,,2,,1,condominium,10,Johor,,12477,1118417,8028,Accept,8
7,government,581730,14,no,normal,2,8,6,2,,1,condominium,10,Johor,3,7425,,13171,Accept,6
7,government,293134,10,yes,platinum,2,8,6,2,,3,condominium,,Johor,,,501933,,Accept,6
7,government,183640,14,no,gold,2,8,6,2,2,3,condominium,10,Johor,3,9681,1103162,13107,Accept,7
7,government,412386,18,yes,platinum,2,,6,2,2,1,condominium,10,Johor,,,457607,,Reject,6
7,government,754679,13,no,gold,2,8,6,2,,3,condominium,10,Johor,,3850,1420722,,Accept,7
7,government,538371,11,yes,,2,,6,2,2,2,condominium,10,Johor,2,5684,758956,,Reject,7
7,government,783321,20,no,gold,2,,,,2,2,condominium,10,Johor,2,,996752,,Accept,9
7,government,626006,13,yes,normal,2,8,6,2,2,1,condominium,10,Johor,2,11072,594515,13202,Accept,8
7,government,,24,no,normal,2,,6,,,1,condominium,10,Johor,,,1430342,12375,Accept,7
7,government,145501,12,yes,normal,2,,6,2,2,2,condominium,10,Johor,1,11671,783185,,Accept,8
7,government,541609,23,no,normal,2,,6,2,2,3,condominium,10,Johor,1,12352,935205,,Accept,7
7,government,,20,yes,normal,2,8,,2,,1,condominium,10,Johor,,7137,,,Accept,6
7,government,714993,17,no,normal,2,8,6,2,2,3,condominium,,Johor,1,9208,923353,,Reject,7
7,government,447091,11,yes,,2,8,,,,1,condominium,,Johor,1,5819,722515,,Accept,6
7,government,,12,no,gold,2,8,6,2,,3,,10,Johor,3,,587470,18411,Accept,7
7,government,338447,10,yes,gold,2,8,6,2,2,3,condominium,,Johor,,,1334665,17114,Accept,9
7,government,,16,no,normal,2,8,6,2,2,1,condominium,10,Johor,2,9472,1158950,16762,Accept,8
7,government,414516,17,yes,gold,2,8,,,,3,condominium,10,Selangor,2,8961,1122098,17434,Accept,6
7,government,413987,18,no,gold,2,8,6,,2,2,condominium,10,Selangor,2,6266,,,Accept,7
7,government,285678,10,yes,normal,2,,,2,2,2,condominium,10,Selangor,,4874,1246389,10997,Accept,9
7,government,314773,,no,normal,2,8,6,2,2,1,condominium,,Selangor,2,,1268514,14107,Accept,6
7,government,314431,16,yes,normal,2,8,,2,,1,condominium,10,Selangor,2,5006,,,Accept,6
7,government,597116,10,no,normal,2,,6,,2,3,condominium,10,Selangor,2,11042,1071822,14820,Accept,7
7,government,607288,24,yes,platinum,2,8,6,2,,1,condominium,,Selangor,1,9212,518178,18732,Accept,8
7,government,740231,10,no,normal,2,,,2,,1,condominium,,Selangor,1,11928,771825,,Accept,8
7,government,,17,yes,normal,2,,6,2,,2,condominium,10,Selangor,,8018,819725,8460,Accept,6
7,government,280014,21,no,gold,2,8,6,2,,3,,10,Selangor,3,,1216655,,Reject,8
7,government,451508,23,yes,gold,2,,6,,2,1,condominium,,Selangor,,7566,881620,17726,Accept,8
7,government,127363,13,no,gold,2,8,6,2,2,3,condominium,10,Selangor,2,7992,1044329,9343,Accept,9
7,government,728481,,yes,normal,2,8,,2,,3,condominium,10,Selangor,3,5178,833352,17529,Reject,6
7,government,,20,no,normal,2,8,6,,2,1,condominium,10,Selangor,,5276,1047820,9541,Accept,7
7,government,180985,12,yes,normal,2,,,2,2,2,condominium,10,Selangor,,10228,422595,,Accept,9
7,government,185243,20,no,normal,2,8,6,2,2,2,condominium,10,Selangor,1,5785,554896,19373,Reject,7
7,government,243837,13,yes,normal,2,8,6,2,,3,condominium,10,Selangor,,,1156844,11618,Accept,8
7,government,171746,23,no,normal,2,8,,2,,3,condominium,10,Selangor,2,9710,798825,,Accept,6
7,government,554515,23,yes,normal,2,8,6,,,2,condominium,10,Selangor,2,10132,806454,,Reject,7
7,government,486467,18,no,normal,2,8,,2,2,3,condominium,10,Selangor,2,10559,830408,15037,Accept,7
7,government,174937,18,yes,gold,2,8,6,2,,3,condominium,10,Selangor,3,10624,1370052,,Accept,9
7,government,489570,23,no,normal,2,8,6,2,,2,condominium,10,Selangor,2,5776,1256620,,Accept,6
7,government,783443,10,yes,normal,2,8,,2,2,1,condominium,10,Selangor,2,5734,,,Accept,7
7,government,432162,23,no,normal,2,,6,,,1,condominium,10,Selangor,,6786,488618,15311,Accept,6
7,government,340182,,yes,gold,2,8,6,2,2,2,condominium,10,Selangor,,4871,782195,10481,Accept,8
7,government,,,no,normal,2,,,,2,1,condominium,,Selangor,2,7174,1344447,12918,Accept,8
7,government,327147,20,yes,normal,2,8,,2,,1,condominium,10,Selangor,3,10617,840456,19088,Reject,9
7,government,737877,,no,gold,2,,,2,2,3,condominium,10,Selangor,,5474,660175,13202,Accept,8
7,government,721985,,yes,normal,2,8,6,,2,2,condominium,10,Selangor,,12486,615023,8195,Accept,6
7,government,513128,,no,gold,2,8,,2,,1,condominium,10,Selangor,1,11241,1310613,17960,Accept,6
7,government,,16,yes,normal,2,8,,2,2,2,condominium,10,Selangor,1,,955382,,Accept,8
7,government,,10,no,normal,2,,,2,2,2,condominium,,Selangor,3,9282,1164420,10508,Reject,8
7,government,303762,23,yes,normal,2,8,6,,,2,condominium,10,Selangor,3,4255,1039207,,Accept,9
7,government,693315,19,no,normal,2,8,6,2,2,1,,10,Selangor,3,10376,1248509,16791,Reject,9
7,government,652414,17,yes,normal,2,8,,,,1,condominium,10,Selangor,,8509,740869,19171,Accept,7
7,government,326450,12,no,normal,2,,6,2,2,1,condominium,10,Selangor,2,4195,,,Accept,8
7,government,167104,,yes,normal,2,8,6,2,2,3,,10,Selangor,2,,984725,16126,Accept,6
7,government,417866,23,no,normal,2,8,6,2,2,1,condominium,10,Selangor,1,,493237,10407,Accept,9
7,government,,14,yes,normal,2,8,6,2,,3,condominium,10,Selangor,,11606,870417,11079,Accept,9
7,government,662852,21,no,normal,2,8,,2,2,3,condominium,10,Selangor,3,,1359561,17260,Accept,7
3,government,659738,14,yes,gold,2,9,,2,,1,condominium,10,Selangor,,6725,555826,19397,Accept,7
3,government,319026,15,no,gold,2,,,,1,1,,10,Selangor,1,11767,1148021,13662,Reject,7
3,government,284951,15,yes,normal,2,9,,2,,1,condominium,10,Selangor,,,1292676,14340,Reject,6
3,government,467450,11,no,normal,2,9,6,2,1,2,condominium,,Selangor,2,6380,1388805,,Accept,8
3,government,662089,,yes,gold,2,9,6,,,2,condominium,10,Selangor,3,4557,997479,16361,Accept,9
3,government,258362,17,no,normal,2,9,6,2,,2,condominium,,Selangor,1,10110,1129126,10274,Accept,7
3,government,445860,12,yes,gold,2,9,,2,,1,condominium,10,Selangor,1,8426,1175778,,Accept,6
3,government,525945,15,no,normal,2,9,,,1,1,condominium,,Selangor,,3998,727846,15244,Reject,7
3,government,380982,,yes,platinum,2,,,2,,3,condominium,,Selangor,3,10815,,,Accept,8
3,government,637108,19,no,platinum,2,9,6,,1,1,condominium,10,Selangor,,5059,580273,,Accept,9
3,government,371713,17,yes,normal,2,9,6,2,1,1,condominium,10,Selangor,,,1183264,,Accept,8
3,government,647148,22,no,normal,2,9,,2,1,1,condominium,10,Selangor,3,6206,1135108,9803,Accept,6
3,government,,,yes,gold,2,,6,2,1,2,condominium,10,Selangor,,7687,,,Accept,9
3,government,438722,11,no,normal,2,,6,,,3,condominium,10,Selangor,,,479385,,Accept,6
3,government,305828,19,yes,normal,2,9,6,2,1,2,condominium,10,Selangor,,,805895,18814,Accept,8
3,government,451087,24,no,normal,2,9,6,2,1,2,condominium,10,Selangor,,5084,924817,15619,Accept,7
3,government,,13,yes,platinum,2,,6,,1,2,condominium,10,Selangor,,5769,693831,,Accept,7
3,government,385557,17,no,gold,2,,6,2,,1,condominium,10,Selangor,1,11103,651936,16625,Accept,9
3,government,,22,yes,gold,2,,6,2,,1,condominium,10,Selangor,,7179,822076,,Accept,7
3,government,,21,no,gold,2,9,6,2,,3,,10,Selangor,2,11849,1286920,,Reject,7
3,government,740465,21,yes,normal,2,9,6,2,1,3,condominium,10,Selangor,1,4668,1311500,9312,Accept,8
3,government,200324,11,no,normal,2,9,,,1,2,condominium,,Selangor,1,,,18264,Reject,9
3,government,484305,21,yes,normal,2,9,6,2,1,2,condominium,10,Selangor,2,6109,965374,13209,Reject,9
3,government,298132,21,no,gold,2,,6,2,1,1,condominium,10,Selangor,3,11243,985250,9564,Accept,6
3,government,767928,,yes,,2,,,,1,3,condominium,,Selangor,1,7619,996417,16360,Reject,8
3,government,444046,,no,gold,2,,,2,,2,condominium,10,Selangor,,4834,963149,13131,Accept,6
3,government,375360,23,yes,normal,2,9,6,,1,1,condominium,10,Selangor,3,5037,1363352,11963,Reject,9
3,government,631572,,no,normal,2,9,6,2,1,2,,10,Selangor,3,9309,672020,,Reject,8
3,government,719939,22,yes,normal,2,,6,,1,1,condominium,10,Selangor,3,4918,1095818,15186,Accept,6
3,government,638947,13,no,normal,2,9,,2,1,3,,10,Selangor,1,7350,465050,,Accept,8
3,government,,16,yes,normal,2,,6,2,,3,condominium,10,Selangor,3,9925,796437,,Accept,9
3,government,574886,10,no,gold,2,,,2,,1,condominium,10,Selangor,2,6802,658964,8183,Accept,8
3,government,436882,,yes,normal,2,9,6,,1,1,condominium,,Selangor,2,7431,689021,10126,Accept,9
3,government,211401,14,no,normal,2,9,6,2,,3,condominium,10,Selangor,2,5636,877461,,Accept,7
3,government,676454,10,yes,gold,2,9,6,,1,1,,10,Selangor,1,7822,613137,11348,Accept,8
3,government,103191,24,no,normal,2,9,,2,1,2,condominium,10,Selangor,1,4393,1173982,,Accept,6
3,government,486333,,yes,normal,2,,6,2,1,1,,10,Selangor,3,4931,863752,8219,Accept,9
3,government,634173,19,no,normal,2,,,,1,2,condominium,,Selangor,3,3668,651315,,Accept,9
3,government,154285,10,yes,normal,2,9,,2,,2,condominium,10,Selangor,1,11734,514791,17199,Accept,6
3,government,371382,21,no,normal,2,9,6,,1,2,condominium,10,Selangor,1,6704,1209733,16376,Reject,6
3,government,,23,yes,,2,9,6,2,1,1,condominium,10,Selangor,1,7853,932159,,Accept,8
3,government,494610,24,no,normal,2,,6,,1,2,condominium,,Selangor,3,3797,1417838,7905,Accept,9
3,government,157057,,yes,,2,9,6,2,1,1,condominium,10,Selangor,1,10532,887233,,Reject,7
3,government,208718,13,no,normal,2,,,2,1,2,condominium,10,Selangor,,4483,1340997,7708,Accept,9
3,government,468628,22,yes,gold,2,9,,2,1,1,condominium,10,Selangor,2,7964,789774,13467,Accept,8
3,government,475669,18,no,gold,2,9,6,,,1,condominium,,Selangor,2,,1321968,14993,Accept,6
3,government,219201,,yes,normal,2,9,6,,1,1,condominium,10,Selangor,1,3660,947713,,Accept,6
3,government,709323,17,no,platinum,2,9,6,,1,1,condominium,10,Selangor,2,11517,,15543,Reject,7
3,government,602768,12,yes,gold,2,9,6,2,1,3,,10,Selangor,2,,713852,16778,Accept,7
3,government,,21,no,gold,2,9,6,2,1,1,,10,Selangor,,11888,846607,,Reject,6
3,government,394932,19,yes,normal,2,9,6,,1,2,condominium,10,Selangor,1,5672,897630,11064,Reject,7
3,government,691004,17,no,gold,2,,,2,,3,condominium,10,Selangor,2,4804,701567,15773,Accept,7
3,government,522386,23,yes,normal,2,,6,2,1,3,,10,Selangor,2,11956,1101078,,Accept,8
3,government,,21,no,gold,2,9,6,2,,1,condominium,10,Selangor,2,11284,,13603,Reject,6
3,government,544474,16,yes,platinum,2,,6,2,,3,condominium,,Selangor,,5593,,10400,Accept,9
3,government,,15,no,normal,2,9,,,1,1,,10,Selangor,1,7933,837163,18184,Accept,6
3,government,647431,,yes,,2,9,6,2,1,3,condominium,10,Selangor,2,,1336520,,Accept,6
3,government,208115,,no,normal,2,9,6,2,1,1,condominium,10,Selangor,,11678,,,Accept,9
3,government,701419,,yes,gold,2,9,,,1,3,condominium,10,Selangor,3,7577,1291956,,Accept,6
3,government,290341,24,no,normal,2,9,,2,,2,condominium,10,Selangor,,4906,,8139,Accept,7
3,government,637762,12,yes,gold,2,,6,,1,1,condominium,10,Selangor,,3956,,11549,Reject,6
3,government,442416,15,no,normal,2,,6,2,1,1,condominium,10,Selangor,,6095,,11967,Accept,9
3,government,641854,10,yes,platinum,2,9,6,2,,3,condominium,10,Selangor,3,7798,1317772,,Accept,9
3,government,143318,21,no,normal,2,,6,,,2,condominium,10,Selangor,3,7823,1367669,,Accept,7
3,government,519979,,yes,gold,2,9,6,2,1,1,condominium,10,Selangor,3,5998,1210864,9774,Accept,6
3,government,384045,16,no,gold,2,,6,2,,3,condominium,10,Selangor,2,3819,1156516,11596,Accept,6
3,government,519747,17,yes,normal,2,,,,1,3,condominium,10,Selangor,3,10516,1065760,11130,Accept,7
3,government,694540,,no,gold,2,9,,2,1,3,condominium,10,Selangor,,6996,1203682,,Accept,8
3,government,,12,yes,normal,2,,6,2,1,1,condominium,10,Selangor,3,11954,724599,18838,Accept,6
3,government,625501,,no,platinum,2,9,,,1,1,,10,Selangor,,8667,1034452,,Accept,8
3,government,426410,21,yes,normal,2,9,6,,1,2,condominium,10,Selangor,3,5121,640465,,Accept,8
3,government,,21,no,normal,2,9,6,2,1,1,condominium,,Selangor,,7738,1192009,9068,Reject,8
3,government,456686,13,yes,normal,2,9,6,2,,2,condominium,10,Selangor,3,,925882,14329,Accept,7
3,government,162874,10,no,normal,2,9,6,2,,1,condominium,10,Selangor,1,8508,1071384,15994,Accept,6
3,government,333224,22,yes,normal,2,,6,2,1,2,condominium,10,Selangor,,4120,869607,10014,Accept,9
3,government,209032,14,no,platinum,2,,6,2,1,3,condominium,10,Selangor,1,,1434722,18597,Accept,6
3,government,531354,22,yes,gold,2,9,6,2,1,3,condominium,10,Selangor,,,1212861,15299,Accept,6
3,government,,,no,normal,2,,6,2,1,1,condominium,10,Selangor,1,,907709,18307,Accept,6
3,government,533646,13,yes,normal,2,9,6,2,1,3,condominium,10,Selangor,3,7581,1352257,14352,Accept,8
3,government,217049,12,no,normal,2,,6,2,1,3,condominium,10,Selangor,2,11240,,17682,Accept,7
3,government,726982,18,yes,gold,2,,,,1,1,condominium,10,Selangor,2,,1420038,,Accept,7
3,government,474446,22,no,normal,2,,6,2,1,1,condominium,10,Selangor,1,7981,1214793,,Accept,7
3,government,226397,17,yes,,2,,6,2,,2,condominium,,Selangor,1,9410,1300989,8936,Accept,9
3,government,561941,17,no,normal,2,,6,2,1,1,condominium,10,Selangor,3,6778,1073115,18602,Accept,6
3,government,753676,18,yes,normal,2,,6,2,1,3,condominium,10,Selangor,,11922,,,Accept,8
3,government,,18,no,normal,2,,,,,3,condominium,10,Selangor,3,9080,1057068,19586,Accept,7
3,government,194797,24,yes,gold,2,9,6,,1,1,condominium,10,Selangor,2,4499,1105912,,Accept,8
3,government,,24,no,gold,2,9,6,2,,3,condominium,10,Selangor,,10169,1231339,,Accept,8
3,government,,11,yes,normal,2,,6,2,,1,condominium,10,Selangor,,,1403934,8231,Accept,8
3,government,,18,no,normal,2,9,6,,1,2,condominium,10,Selangor,1,5198,900080,17118,Reject,8
3,government,141014,24,yes,,2,9,6,2,,1,condominium,,Selangor,,6028,641256,17736,Accept,6
3,government,,12,no,gold,2,9,6,,,2,condominium,10,Selangor,3,,850119,10445,Accept,6
3,government,,23,yes,gold,2,9,6,,1,1,condominium,10,Selangor,3,4591,970057,,Accept,6
3,government,253540,14,no,platinum,2,,6,2,1,2,condominium,10,Selangor,,,513586,10070,Accept,8
3,government,,,yes,gold,2,,,2,1,1,condominium,10,Selangor,1,10490,1355577,19485,Accept,8
3,government,,21,no,gold,2,9,6,,1,3,condominium,10,Selangor,1,4700,1197350,,Accept,8
3,government,636982,18,yes,normal,2,9,6,,1,3,condominium,10,Selangor,3,3827,422575,12758,Accept,9
3,government,688952,22,no,normal,2,9,6,2,,3,condominium,10,Selangor,3,10517,478604,15228,Reject,9
3,government,606599,19,yes,normal,2,9,6,2,,2,condominium,10,Selangor,,,559694,11603,Accept,7
3,government,795508,23,no,gold,2,,6,2,1,1,condominium,,Selangor,3,4348,,12682,Accept,6
6,Self_Employed,246693,13,yes,gold,2,,2,3,1,2,,12,Selangor,1,4669,929644,14764,Accept,6
6,Self_Employed,367598,23,no,gold,2,10,2,3,1,2,,12,Selangor,3,9920,1153051,,Accept,7
6,Self_Employed,143418,15,yes,normal,2,10,,3,,3,condominium,12,Selangor,3,,873180,9641,Accept,9
6,Self_Employed,291507,17,no,platinum,2,10,2,,1,3,condominium,12,Selangor,,11751,933744,,Accept,7
6,Self_Employed,397702,11,yes,platinum,2,10,2,3,1,2,condominium,12,Selangor,2,10907,,,Reject,9
6,Self_Employed,643545,,no,gold,2,10,2,,1,1,condominium,12,Selangor,1,6115,610880,17531,Accept,9
6,Self_Employed,650381,23,yes,normal,2,10,2,,1,3,condominium,12,Selangor,1,6040,668565,15637,Accept,9
